ID,HospitalName,Address,City,County,State,Zipcode,RatingBelow6,Rating7-8,Rating9-10,Latitude,Longitude
3176,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,NEWARK,LICKING,OH,43055,0.08,0.27,0.65,40.079115,-82.40054
3178,MERCY FRANCISCAN HOSPITAL - MT AIRY,2446 KIPLING AVENUE,CINCINNATI,HAMILTON,OH,45239,0.1,0.22,0.68,39.207558,-84.57299
3179,MERCY HOSPITAL CLERMONT,3000 HOSPITAL DRIVE,BATAVIA,CLERMONT,OH,45103,0.06,0.2,0.74,39.082894,-84.15319
3180,KETTERING MEDICAL CENTER - SYCAMORE,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,MONTGOMERY,OH,45342,0.07,0.21,0.72,39.631525,-84.27074
3181,EDWIN SHAW REHAB INSTITUTE,330 BROADWAY EAST,CUYAHOGA FALLS,SUMMIT,OH,44221,,,,41.141456,-81.47928
3182,JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE,300 WEST TENTH AVENUE,COLUMBUS,FRANKLIN,OH,43210,0.04,0.16,0.8,40.003681,-83.02148
3183,GLENBEIGH,2863 STATE ROUTE 45,ROCK CREEK,ASHTABULA,OH,44084,,,,41.659739,-80.86635
3184,BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OREGON,LUCAS,OH,43616,0.04,0.18,0.78,41.646398,-83.46933
3185,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,LAWRENCE,OH,45669,0.03,0.07,0.9,38.468003,-82.35457
3186,MERCY ST ANNE HOSPITAL,3404 SYLVANIA AVENUE,TOLEDO,LUCAS,OH,43623,0.05,0.15,0.8,41.707649,-83.64363
3188,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,7333 SMITHS MILL ROAD,NEW ALBANY,FRANKLIN,OH,43054,0.04,0.1,0.86,40.080252,-82.82462
3189,MERCY HOSPITAL OF DEFIANCE,1404 EAST SECOND STREET,DEFIANCE,DEFIANCE,OH,43512,0.05,0.15,0.8,41.29037,-84.36539
3190,UNIVERSITY POINTE SURGICAL HOSPITAL,7750 UNIVERSITY COURT,WEST CHESTER,BUTLER,OH,45069,0.02,0.08,0.9,39.343757,-84.40249
3191,MEDICAL CENTER AT ELIZABETH PLACE,ONE ELIZABETH PLACE,DAYTON,MONTGOMERY,OH,45408,0.13,0.21,0.66,39.741558,-84.22362
3193,MEDICAL CENTER OF NEWARK LLC,2000 TAMARACK ROAD,NEWARK,LICKING,OH,43055,,,,40.079115,-82.40054
3194,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,DUBLIN,FRANKLIN,OH,43016,0.04,0.12,0.84,40.089811,-83.13983
3195,EVENDALE MEDICAL CENTER,3155 GLENDALE-MILFORD ROAD,CINCINNATI,HAMILTON,OH,45241,0.02,0.1,0.88,39.276271,-84.39324
3196,CRYSTAL CLINIC ORTHOPAEDIC CENTER,444 NORTH MAIN STREET,AKRON,SUMMIT,OH,44310,0.06,0.22,0.72,41.107655,-81.50091
3197,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,YOUNGSTOWN,MAHONING,OH,44512,0.01,0.03,0.96,41.032675,-80.66467
3200,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,FAIRFIELD,OH,43110,0,0,1,39.854413,-82.80872
3201,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,CUYAHOGA,OH,44122,0.08,0.17,0.75,41.472881,-81.52209
3203,PAULDING COUNTY HOSPITAL,1035 WEST WAYNE ST.,PAULDING,PAULDING,OH,45879,0.05,0.24,0.71,41.137873,-84.56377
3204,COMMUNITY MEMORIAL HOSPITAL,208 N COLUMBUS ST,HICKSVILLE,DEFIANCE,OH,43526,,,,41.30569,-84.74496
3205,TRINITY HOSPITAL TWIN CITY,819 NORTH FIRST STREET,DENNISON,TUSCARAWAS,OH,44621,0.04,0.25,0.71,40.410604,-81.31633
3206,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,MEDINA,OH,44254,0.07,0.2,0.73,41.039394,-82.0137
3207,DOCTORS HOSPITAL OF NELSONVILLE,1950 MOUNT ST MARYS DRIVE,NELSONVILLE,ATHENS,OH,45764,0.02,0.21,0.77,39.450463,-82.22975
3208,MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,LORAIN,OH,44074,0.07,0.22,0.71,41.2863,-82.21935
3209,UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,GENEVA,ASHTABULA,OH,44041,0.03,0.14,0.83,41.802618,-80.94645
3210,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,158 WEST MAIN ROAD,CONNEAUT,ASHTABULA,OH,44030,0.03,0.1,0.87,41.934916,-80.57923
3212,MERCY WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,HURON,OH,44890,0.04,0.14,0.82,41.073672,-82.72435
3213,HARRISON COMMUNITY HOSPITAL,951 EAST MARKET STREET,CADIZ,HARRISON,OH,43907,,,,40.258447,-81.00415
3214,MERCY MEMORIAL HOSPITAL,904 SCIOTO STREET,URBANA,CHAMPAIGN,OH,43078,0.09,0.23,0.68,40.112531,-83.76633
3215,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,MORROW,OH,43338,0.06,0.28,0.66,40.555366,-82.77273
3216,H B MAGRUDER MEMORIAL HOSPITAL,615 FULTON ST,PORT CLINTON,OTTAWA,OH,43452,0.01,0.13,0.86,41.512855,-82.92948
3217,HARDIN MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,KENTON,HARDIN,OH,43326,0.02,0.16,0.82,40.642266,-83.60577
3218,BUCYRUS COMMUNITY HOSPITAL,629 NORTH SANDUSKY AVENUE,BUCYRUS,CRAWFORD,OH,44820,0.06,0.25,0.69,40.815179,-82.97091
3219,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,FOSTORIA,SENECA,OH,44830,0.1,0.17,0.73,41.164209,-83.41054
3220,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,MARIETTA,WASHINGTON,OH,45750,0.08,0.2,0.72,39.426551,-81.44373
3221,HOLZER MEDICAL CENTER JACKSON,500 BURLINGTON ROAD,JACKSON,JACKSON,OH,45640,0.07,0.16,0.77,39.034226,-82.63678
3223,BLUFFTON HOSPITAL,139 GARAU STREET,BLUFFTON,ALLEN,OH,45817,0.03,0.1,0.87,40.886803,-83.89259
3224,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,WAYNE,OH,44667,0.06,0.23,0.71,40.835059,-81.77006
3225,MEDCENTRAL HEALTH SYSTEM SHELBY HOSPITAL,199 WEST MAIN STREET,SHELBY,RICHLAND,OH,44875,0.04,0.17,0.79,40.888988,-82.65598
3226,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,GALION,CRAWFORD,OH,44833,0.06,0.21,0.73,40.720869,-82.797
3227,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,ADAMS,OH,45679,0.05,0.27,0.68,38.95352,-83.57108
3228,DEFIANCE REGIONAL MEDICAL CENTER,1200 RALSTON AVENUE,DEFIANCE,DEFIANCE,OH,43512,0.04,0.13,0.83,41.29037,-84.36539
3229,WYANDOT MEMORIAL HOSPITAL,885 NORTH SANDUSKY AVENUE,UPPER SANDUSKY,WYANDOT,OH,43351,0.08,0.21,0.71,40.82732,-83.29921
3230,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,HOCKING,OH,43138,0.04,0.18,0.78,39.530972,-82.40801
3232,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,HIGHLAND,OH,45133,0.16,0.28,0.56,39.162917,-83.5802
3233,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,FULTON,OH,43567,0.05,0.22,0.73,41.5615,-84.15574
3234,PIKE COMMUNITY HOSPITAL,100 DAWN LANE,WAVERLY,PIKE,OH,45690,0.12,0.17,0.71,39.123071,-83.0009
3235,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,TULSA,TULSA,OK,74104,0.13,0.24,0.63,36.146143,-95.95414
3236,WOODWARD REGIONAL HOSPITAL,900 17TH STREET,WOODWARD,WOODWARD,OK,73801,0.07,0.32,0.61,36.433665,-99.40838
3238,PONCA CITY MEDICAL CENTER,1900 NORTH 14TH STREET,PONCA CITY,KAY,OK,74601,0.07,0.22,0.71,36.707393,-97.10167
3239,NEWMAN MEMORIAL HOSPITAL,905 SOUTH MAIN STREET,SHATTUCK,ELLIS,OK,73858,0.04,0.3,0.66,36.226355,-99.89028
3240,NORMAN REGIONAL HEALTH SYSTEM,901 NORTH PORTER,NORMAN,CLEVELAND,OK,73070,0.07,0.18,0.75,35.187611,-97.397509
3241,MERCY HOSPITAL EL RENO,2115 PARK VIEW DRIVE,EL RENO,CANADIAN,OK,73036,0.24,0.22,0.54,35.519046,-97.95534
3243,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,1800 UNIVERSITY BOULEVARD,DURANT,BRYAN,OK,74702,0.14,0.27,0.59,33.921979,-96.191767
3244,INTEGRIS MAYES COUNTY MEDICAL CENTER,111 NORTH BAILEY STREET,PRYOR,MAYES,OK,74361,0.07,0.24,0.69,36.294174,-95.30295
3245,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,ENID,GARFIELD,OK,73701,0.09,0.26,0.65,36.411133,-97.85026
3246,JANE PHILLIPS MEDICAL CENTER,3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,WASHINGTON,OK,74006,0.07,0.23,0.7,36.733398,-95.92404
3247,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,ELK CITY,BECKHAM,OK,73644,0.07,0.26,0.67,35.405935,-99.41658
3248,VALLEY VIEW REGIONAL HOSPITAL,430 NORTH MONTA VISTA,ADA,PONTOTOC,OK,74820,0.12,0.21,0.67,34.780243,-96.68761
3252,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,ENID,GARFIELD,OK,73701,0.05,0.19,0.76,36.411133,-97.85026
3253,INTEGRIS BAPTIST MEDICAL CENTER,3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OKLAHOMA,OK,73112,0.06,0.21,0.73,35.517857,-97.57284
3254,INTEGRIS CLINTON REGIONAL HOSPITAL,100 NORTH 30TH STREET,CLINTON,CUSTER,OK,73601,0.06,0.22,0.72,35.508248,-98.96917
3255,INTEGRIS BLACKWELL REGIONAL HOSPITAL,710 SOUTH 13TH STREET,BLACKWELL,KAY,OK,74631,0.06,0.25,0.69,36.800787,-97.29289
3256,DEACONESS HOSPITAL,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73112,0.11,0.21,0.68,35.517857,-97.57284
3257,MCALESTER REGIONAL HEALTH CENTER,ONE CLARK BASS BOULEVARD,MCALESTER,PITTSBURG,OK,74501,0.18,0.29,0.53,34.944399,-95.75709
3258,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,HOLLIS,HARMON,OK,73550,0.05,0.34,0.61,34.688567,-99.90944
3259,ST ANTHONY HOSPITAL,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73101,0.07,0.19,0.74,35.491608,-97.562817
3260,HILLCREST HOSPITAL CLAREMORE,1202 N MUSKOGEE PLACE,CLAREMORE,ROGERS,OK,74017,0.11,0.25,0.64,36.327143,-95.61192
3261,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,LE FLORE,OK,74953,0.09,0.29,0.62,35.052793,-94.61829
3262,BRISTOW MEDICAL CENTER,700 W. 7TH,BRISTOW,CREEK,OK,74010,0.08,0.19,0.73,35.843486,-96.38183
3264,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,IDABEL,MCCURTAIN,OK,74745,0.14,0.29,0.57,33.883578,-94.83154
3265,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,STILLWATER,PAYNE,OK,74076,0.06,0.2,0.74,36.072372,-97.055141
3266,MEMORIAL HOSPITAL & PHYSICIAN GROUP,319 EAST JOSEPHINE,FREDERICK,TILLMAN,OK,73542,0.1,0.3,0.6,34.410061,-98.96701
3267,GRADY MEMORIAL HOSPITAL,2220 IOWA STREET,CHICKASHA,GRADY,OK,73018,0.09,0.27,0.64,35.040526,-97.94723
3268,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BOULVARD,LAWTON,COMANCHE,OK,73505,0.07,0.22,0.71,34.613973,-98.46255
3269,OKMULGEE MEMORIAL HOSPITAL,1401 MORRIS DRIVE,OKMULGEE,OKMULGEE,OK,74447,0.14,0.28,0.58,35.628612,-95.9734
3270,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN,VINITA,CRAIG,OK,74301,0.08,0.26,0.66,36.631673,-95.17303
3271,LATIMER COUNTY GENERAL HOSPITAL,806 STATE HIGHWAY 2 NORTH,WILBURTON,LATIMER,OK,74578,0.08,0.25,0.67,34.886021,-95.29859
3272,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OSAGE,OK,74127,0.09,0.26,0.65,36.160341,-96.03435
3273,SHARE MEMORIAL HOSPITAL,800 SHARE DRIVE,ALVA,WOODS,OK,73717,0.02,0.18,0.8,36.804875,-98.69707
3274,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,510 EAST MAIN STREET,ANTLERS,PUSHMATAHA,OK,74523,0.12,0.25,0.63,34.229335,-95.61603
3275,TAHLEQUAH CITY HOSPITAL,1400 EAST DOWNING STREET,TAHLEQUAH,CHEROKEE,OK,74465,0.08,0.25,0.67,35.900074,-95.040008
3277,O U MEDICAL CENTER,1200 EVERETT DRIVE,OKLAHOMA CITY,OKLAHOMA,OK,73117,0.09,0.23,0.68,35.476457,-97.47411
3279,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,COMANCHE,OK,73505,0.1,0.2,0.7,34.613973,-98.46255
3280,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,CUSHING,PAYNE,OK,74023,0.05,0.24,0.71,35.973286,-96.75751
3281,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,HUGO,CHOCTAW,OK,74743,0.18,0.37,0.45,34.010943,-95.51651
3283,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73109,0.09,0.25,0.66,35.43366,-97.52496
3284,SEQUOYAH MEMORIAL HOSPITAL,213 EAST REDWOOD,SALLISAW,SEQUOYAH,OK,74955,0.07,0.16,0.77,35.467031,-94.78647
3285,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,DELAWARE,OK,74344,0.11,0.24,0.65,36.599689,-94.76673
3287,MEMORIAL HOSPITAL OF TEXAS COUNTY,520 MEDICAL DRIVE,GUYMON,TEXAS,OK,73942,0.07,0.21,0.72,36.739447,-101.48851
3288,PERRY MEMORIAL HOSPITAL,501 FOURTEENTH STREET,PERRY,NOBLE,OK,73077,0.06,0.26,0.68,36.308588,-97.28809
3289,ST ANTHONY SHAWNEE HOSPITAL,1102 W MACARTHUR,SHAWNEE,POTTAWATOMIE,OK,74804,0.06,0.24,0.7,35.375188,-96.93162
3290,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,KIOWA,OK,73651,0.02,0.29,0.69,35.018385,-99.09374
3291,PAULS VALLEY GENERAL HOSPITAL,100 VALLEY DRIVE,PAULS VALLEY,GARVIN,OK,73075,0.12,0.3,0.58,34.741677,-97.22846
3292,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,PURCELL,MCCLAIN,OK,73080,0.03,0.22,0.75,35.017656,-97.39646
3293,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,WAGONER,OK,74467,0.13,0.26,0.61,35.961019,-95.3611
3294,EPIC MEDICAL CENTER,1 HOSPITAL DRIVE,EUFAULA,MCINTOSH,OK,74432,0.13,0.23,0.64,35.280145,-95.57854
3295,USPHS LAWTON INDIAN HOSPITAL,1515 LAWRIE TATUM ROAD,LAWTON,COMANCHE,OK,73507,0.06,0.22,0.72,34.621373,-98.4001
3296,W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,CHEROKEE,OK,74464,0.06,0.29,0.65,35.923658,-94.97185
3297,CHOCTAW NATION HEALTHCARE,1 CHOCTAW WAY,TALIHINA,LATIMER,OK,74571,0.06,0.12,0.82,34.729815,-95.03625
3298,CLAREMORE INDIAN HOSPITAL,101 SOUTH MOORE AVE,CLAREMORE,ROGERS,OK,74017,0.07,0.29,0.64,36.327143,-95.61192
3299,MEMORIAL HOSPITAL OF STILWELL,1401 WEST LOCUST,STILWELL,ADAIR,OK,74960,0.07,0.32,0.61,35.815628,-94.65023
3300,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,ADA,PONTOTOC,OK,74820,0.04,0.11,0.85,34.780243,-96.68761
3301,HILLCREST HOSPITAL HENRYETTA,DEWEY BARTLETT ST AND MAIN ST,HENRYETTA,OKMULGEE,OK,74437,0.05,0.29,0.66,35.447961,-95.95038
3302,SOUTHWESTERN REGIONAL MEDICAL CENTER,10109 EAST 79TH STREET SOUTH,TULSA,TULSA,OK,74133,0.02,0.08,0.9,36.04309,-95.88417
3303,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73120,0.04,0.11,0.85,35.579488,-97.56496
3304,LAKESIDE WOMEN'S HOSPITAL,11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OKLAHOMA,OK,73120,0.07,0.13,0.8,35.579488,-97.56496
3305,SURGICAL HOSPITAL OF OKLAHOMA,100 SOUTHEAST 59TH STREET,OKLAHOMA CITY,OKLAHOMA,OK,73129,0.03,0.22,0.75,35.431361,-97.49267
3306,HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,TULSA,TULSA,OK,74133,0.1,0.24,0.66,36.04309,-95.88417
3307,COMMUNITY HOSPITAL,3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OKLAHOMA,OK,73159,0.06,0.17,0.77,35.386411,-97.55731
3308,OKLAHOMA SPINE HOSPITAL,14101 PARKWAY COMMONS DRIVE,OKLAHOMA CITY,OKLAHOMA,OK,73134,0.04,0.09,0.87,35.612359,-97.57152
3310,INTEGRIS CANADIAN VALLEY  HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,CANADIAN,OK,73099,0.11,0.19,0.7,35.506204,-97.74814
3311,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,330 SOUTHWEST 80TH STREET,OKLAHOMA CITY,CLEVELAND,OK,73139,0.03,0.14,0.83,35.388461,-97.52713
3312,LINDSAY MUNICIPAL HOSPITAL,HIGHWAY 19 WEST,LINDSAY,GARVIN,OK,73052,,,,34.839562,-97.60045
3313,OKLAHOMA HEART HOSPITAL,4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OKLAHOMA,OK,73120,0.01,0.04,0.95,35.579488,-97.56496
3314,TULSA SPINE & SPECIALTY HOSPITAL,6901 SOUTH OLYMPIA AVENUE,TULSA,TULSA,OK,74132,0.02,0.08,0.9,36.051893,-96.02752
3315,SAINT FRANCIS HOSPITAL SOUTH,10501 EAST 91ST STREET SOUTH,TULSA,TULSA,OK,74133,0.07,0.19,0.74,36.04309,-95.88417
3318,SUMMIT MEDICAL CENTER,1800 SOUTH RENAISSANCE BOULEVARD,EDMOND,OKLAHOMA,OK,73034,0.02,0.19,0.79,35.683768,-97.44686
3319,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,TULSA,OK,74055,0.05,0.14,0.81,36.278298,-95.8305
3321,INTEGRIS SEMINOLE MEDICAL CENTER,2401 WRANGLER BOULEVARD,SEMINOLE,SEMINOLE,OK,74868,0.01,0.17,0.82,35.249655,-96.65915
3322,MUSKOGEE COMMUNITY HOSPITAL,2900 NORTH MAIN STREET,MUSKOGEE,MUSKOGEE,OK,74402,,,,35.764223,-95.306916
3324,OKLAHOMA HEART HOSPITAL SOUTH,5200 EAST I-240 SERVICE ROAD,OKLAHOMA CITY,OKLAHOMA,OK,73135,0.02,0.06,0.92,35.40017,-97.43249
3325,ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,TULSA,OK,74012,0.04,0.11,0.85,36.045907,-95.80694
3327,ATOKA COUNTY MEDICAL CENTER,1200 WEST LIBERTY ROAD,ATOKA,ATOKA,OK,74525,0.04,0.25,0.71,34.347553,-96.11276
3328,PRAGUE COMMUNITY HOSPITAL,1322 KLABSUBA AVENUE,PRAGUE,LINCOLN,OK,74864,,,,35.490727,-96.69141
3329,MERCY HOSPITAL WATONGA,500 NORTH CLARENCE NASH BOULEVARD,WATONGA,BLAINE,OK,73772,,,,35.870276,-98.43772
3330,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH L L MALES AVENUE,CHEYENNE,ROGER MILLS,OK,73628,0,0,1,35.603809,-99.6728
3331,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD,TISHOMINGO,JOHNSTON,OK,73460,,,,34.253452,-96.68124
3332,JANE PHILLIPS NOWATA HEALTH CENTER,237 SOUTH LOCUST STREET,NOWATA,NOWATA,OK,74048,,,,36.690587,-95.62751
3333,MERCY HEALTH LOVE COUNTY,300 WANDA STREET,MARIETTA,LOVE,OK,73448,,,,33.9401,-97.11031
3334,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,CIMARRON,OK,73933,0.04,0.19,0.77,36.740652,-102.54473
3336,HEALDTON MERCY HOSPITAL CORPORATION,918 SOUTHWEST 8TH STREET,HEALDTON,CARTER,OK,73438,,,,34.238486,-97.48895
3337,JEFFERSON COUNTY HOSPITAL,INTERSECTION HYWS 81 & 70,WAURIKA,JEFFERSON,OK,73573,,,,34.16127,-97.99784
3338,ST JOHN SAPULPA,1004 EAST BRYAN,SAPULPA,CREEK,OK,74066,0.12,0.34,0.54,35.996582,-96.1194
3339,KINGFISHER REGIONAL HOSPITAL,1000 KINGFISHER REGIONAL HOSPITAL DRIVE,KINGFISHER,KINGFISHER,OK,73750,0.08,0.29,0.63,35.856216,-97.93743
3340,PHYSICIANS' HOSPITAL IN ANADARKO,1002 EAST CENTRAL BOULEVARD,ANADARKO,CADDO,OK,73005,,,,35.050671,-98.23984
3341,STROUD REGIONAL MEDICAL CENTER,2308 HIGHWAY 66 WEST,STROUD,LINCOLN,OK,74079,,,,35.744531,-96.66342
3342,MERCY HOSPITAL LOGAN COUNTY,200 SOUTH ACADEMY ROAD,GUTHRIE,LOGAN,OK,73044,,,,35.857303,-97.43176
3343,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,FAIRFAX,OSAGE,OK,74637,,,,36.577618,-96.69529
3344,MARY HURLEY HOSPITAL,6 NORTH COVINGTON,COALGATE,COAL,OK,74538,,,,34.553763,-96.23084
3345,CLEVELAND AREA HOSPITAL,1401 WEST PAWNEE,CLEVELAND,PAWNEE,OK,74020,,,,36.260645,-96.39586
3346,HOLDENVILLE GENERAL HOSPITAL,100 MCDOUGAL DRIVE,HOLDENVILLE,HUGHES,OK,74848,,,,35.088636,-96.38778
3347,BEAVER COUNTY MEMORIAL HOSPITAL,212 EAST 8TH STREET,BEAVER,BEAVER,OK,73932,,,,36.710457,-100.47888
3348,WEATHERFORD REGIONAL HOSPITAL,3701 E MAIN,WEATHERFORD,CUSTER,OK,73096,,,,35.527593,-98.71259
3349,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,HARPER,OK,73834,0.08,0.27,0.65,36.851116,-99.5897
3350,CORDELL MEMORIAL HOSPITAL,1220 NORTH GLENN ENGLISH STREET,CORDELL,WASHITA,OK,73632,0,0.09,0.91,35.283812,-98.94987
3351,INTEGRIS MARSHALL COUNTY MEDICAL CENTER,ONE HOSPITAL DRIVE,MADILL,MARSHALL,OK,73446,0.04,0.24,0.72,34.092658,-96.74851
3352,OKEENE MUNICIPAL HOSPITAL,207 EAST F STREET,OKEENE,BLAINE,OK,73763,0.03,0.1,0.87,36.116401,-98.33352
3353,ARBUCKLE MEMORIAL HOSPITAL,2011 WEST BROADWAY,SULPHUR,MURRAY,OK,73086,,,,34.49284,-96.98606
3354,FAIRVIEW REGIONAL MEDICAL CENTER,523 EAST STATE ROAD,FAIRVIEW,MAJOR,OK,73737,,,,36.281915,-98.52463
3355,QUARTZ MOUNTAIN MEDICAL CENTER,ONE WICKERSHAM DRIVE,MANGUM,GREER,OK,73554,,,,34.855652,-99.52012
3356,DRUMRIGHT REGIONAL HOSPITAL,610 WEST BYPASS,DRUMRIGHT,CREEK,OK,74030,,,,35.987421,-96.58776
3357,SEILING COMMUNITY HOSPITAL,HIGHWAY 60 & 281,SEILING,DEWEY,OK,73663,,,,36.13196,-98.91683
3358,CREEK NATION COMMUNITY HOSPITAL,309 NORTH 14TH,OKEMAH,OKFUSKEE,OK,74859,,,,35.44116,-96.30798
3359,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,102 NORTH BROADWAY,CARNEGIE,CADDO,OK,73015,,,,35.113271,-98.58643
3360,HASKELL COUNTY COMMUNITY HOSPITAL,401 NORTHWEST H STREET,STIGLER,HASKELL,OK,74462,,,,35.272967,-95.16328
3362,ASANTE THREE RIVERS MEDICAL CENTER,500 SW RAMSEY AVENUE,GRANTS PASS,JOSEPHINE,OR,97527,0.09,0.25,0.66,42.405162,-123.3624
3363,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,WASHINGTON,OR,97225,0.06,0.22,0.72,45.497856,-122.76988
3364,ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,JACKSON,OR,97520,0.08,0.18,0.74,42.169751,-122.61772
3365,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE,PORTLAND,MULTNOMAH,OR,97227,0.08,0.24,0.68,45.543831,-122.67497
3366,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,MULTNOMAH,OR,97239,0.07,0.2,0.73,45.488031,-122.693796
3367,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,BENTON,OR,97330,0.09,0.27,0.64,44.608694,-123.2752
3369,ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 E BARNETT ROAD,MEDFORD,JACKSON,OR,97504,0.05,0.21,0.74,42.334496,-122.83547
3370,MCKENZIE-WILLAMETTE MEDICAL CENTER,1460 G STREET,SPRINGFIELD,LANE,OR,97477,0.06,0.2,0.74,44.061057,-123.01769
3371,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,WASHINGTON,OR,97123,0.08,0.24,0.68,45.491024,-122.95745
3372,SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,ALBANY,LINN,OR,97321,0.07,0.23,0.7,44.635395,-123.0896
3373,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,MULTNOMAH,OR,97030,0.08,0.25,0.67,45.507752,-122.4323
